facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region,region2
5호선 왕십리역,공공용,서울특별시 성동구 왕십리로 지하 300,서울특별시 성동구 행당동 192,37.561222,127.036657,1649.59,2000.0,Y,지하철역사,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
삼부아파트,공공용,서울특별시 성동구 왕십리로 280,서울특별시 성동구 행당동 147,37.560205,127.03802,9168.04,11113.0,Y,지하주차장,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
이스타빌,공공용,서울특별시 성동구 왕십리로 309,서울특별시 성동구 행당동 287-15,37.5613776986,127.03453,6047.0,7330.0,Y,지하주차장,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
레노스블랑쉬,공공용,서울특별시 성동구 고산자로 202,서울특별시 성동구 행당동 319-36,37.558259,127.034422,2922.63,3543.0,Y,지하주차장,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
성동구청,공공용,서울특별시 성동구 고산자로 270,서울특별시 성동구 행당동 7,37.563436,127.036955,17672.31,21421.0,Y,지하주차장,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
성동경찰서,공공용,서울특별시 성동구 왕십리광장로 9,서울특별시 성동구 행당동 192-8,37.5620026859,127.0361994059,2498.0,3028.0,Y,지하주차장,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
서울숲건영아파트,공공용,서울특별시 성동구 왕십리로 36,서울특별시 성동구 성수동1가 710,37.540465625,127.0442768902,3750.0,4545.0,Y,주차장,02-2286-7422,성수1가1동주민센터,2020-09-15,서울특별시,성동구
대림로즈빌아파트,공공용,서울특별시 성동구 뚝섬로 311,서울특별시 성동구 성수동1가 656-234,37.541663,127.045789,4510.0,5467.0,Y,주차장,02-2286-7422,성수1가1동주민센터,2020-09-15,서울특별시,성동구
동양메이저아파트,공공용,서울특별시 성동구 둘레길 21,서울특별시 성동구 성수동1가 479-1,37.537673,127.0466506298,967.0,1172.0,Y,주차장,02-2286-7422,성수1가1동주민센터,2020-09-15,서울특별시,성동구
뚝섬현대아파트,공공용,서울특별시 성동구 상원길 42,서울특별시 성동구 성수동1가 13-157,37.548012,127.048633,590.0,715.0,Y,주차장,02-2286-7458,성수1가2동주민센터,2020-09-15,서울특별시,성동구
쌍용아파트,공공용,서울특별시 성동구 상원길 63,서울특별시 성동구 성수동1가 706,37.550136,127.047108,3821.0,4632.0,Y,주차장,02-2286-7458,성수1가2동주민센터,2020-09-15,서울특별시,성동구
성수2차대우아파트,공공용,서울특별시 성동구 상원6길 16,서울특별시 성동구 성수동1가 709,37.548531,127.050253,3147.12,3815.0,Y,주차장,02-2286-7458,성수1가2동주민센터,2020-09-15,서울특별시,성동구
동아그린아파트,공공용,서울특별시 성동구 상원길 76,서울특별시 성동구 성수동1가 708,37.55086,127.048492,4006.63,4857.0,Y,주차장,02-2286-7458,성수1가2동주민센터,2020-09-15,서울특별시,성동구
중앙하이츠아파트,공공용,서울특별시 성동구 상원길 47,서울특별시 성동구 성수동1가 715,37.547853,127.047265,6150.0,7455.0,Y,주차장,02-2286-7458,성수1가2동주민센터,2020-09-15,서울특별시,성동구
강변현대아파트,공공용,서울특별시 성동구 둘레11길 3,서울특별시 성동구 성수동2가 400,37.53632,127.051404,3087.62,3743.0,Y,주차장,02-2286-7469,성수2가1동주민센터,2020-09-15,서울특별시,성동구
강변청구아파트,공공용,서울특별시 성동구 성수이로2길 4,서울특별시 성동구 성수동2가 745,37.535377,127.053952,5708.73,6920.0,Y,주차장,02-2286-7469,성수2가1동주민센터,2020-09-15,서울특별시,성동구
강변금호타운아파트,공공용,서울특별시 성동구 둘레19길 7,서울특별시 성동구 성수동2가 830,37.5353352174,127.05752,1633.37,1980.0,Y,주차장,02-2286-7469,성수2가1동주민센터,2020-09-15,서울특별시,성동구
금호아파트,공공용,서울특별시 성동구 연무장길 31-1,서울특별시 성동구 성수동2가 832,37.543264,127.052966,2802.62,3397.0,Y,주차장,02-2286-7483,성수2가3동주민센터,2020-09-15,서울특별시,성동구
르노삼성A/S센터,공공용,서울특별시 성동구 광나루로 270,서울특별시 성동구 성수동2가 277-1,37.548126208,127.0594225337,1089.0,1320.0,Y,주차장,02-2286-7483,성수2가3동주민센터,2020-09-15,서울특별시,성동구
성수빌딩,공공용,서울특별시 성동구 아차산로 143,서울특별시 성동구 성수동2가 277-58,37.5438359345,127.059919,1306.52,1584.0,Y,주차장,02-2286-7483,성수2가3동주민센터,2020-09-15,서울특별시,성동구
현대아이파크아파트,공공용,서울특별시 성동구 성수이로 137,서울특별시 성동구 성수동2가 834,37.5479251109,127.0564731468,4496.5,5450.0,Y,주차장,02-2286-7483,성수2가3동주민센터,2020-09-15,서울특별시,성동구
성동세무서,공공용,서울특별시 성동구 광나루로 297,서울특별시 성동구 송정동 67-6,37.548501518,127.0628187353,3324.0,4029.0,Y,주차장,02-2286-7509,송정동주민센터,2020-09-15,서울특별시,성동구
건영아파트,공공용,서울특별시 성동구 동일로 263,서울특별시 성동구 송정동 90,37.5562716907,127.0714360326,1676.04,2032.0,Y,주차장,02-2286-7509,송정동주민센터,2020-09-15,서울특별시,성동구
서울숲현대아이파크,공공용,서울특별시 성동구 동일로 237,서울특별시 성동구 송정동 104,37.5525009261,127.0687021209,13673.0,16573.0,Y,주차장,02-2286-7509,송정동주민센터,2020-09-15,서울특별시,성동구
송원초등학교,공공용,서울특별시 성동구 동일로43길 9,서울특별시 성동구 송정동 72-8,37.5541592708,127.0695261729,1335.0,1618.0,Y,주차장,02-2286-7509,송정동주민센터,2020-09-15,서울특별시,성동구
용답동주민센터,공공용,서울특별시 성동구 용답중앙23길 20,서울특별시 성동구 용답동 5-6,37.564065,127.055552,130.0,158.0,Y,창고,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
지하철공사후생관,공공용,서울특별시 성동구 가람길 113,서울특별시 성동구 용답동 73-1112,37.5542262642,127.0568021376,330.58,401.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
서울시교육문화센터,공공용,서울특별시 성동구 천호대로78길 58,서울특별시 성동구 용답동 189,37.5569162491,127.0549690377,1254.0,1520.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
2호선 용답역,공공용,서울특별시 성동구 용답길 86,서울특별시 성동구 용답동 127,37.5620049052,127.0507293091,224.42,272.0,Y,지하철 보도,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
중앙하이츠아파트단지,공공용,서울특별시 성동구 용답중앙27길 8,서울특별시 성동구 용답동 15,37.563204,127.055035,1320.6,1601.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
도시철도공사본사,공공용,서울특별시 성동구 천호대로 346,서울특별시 성동구 용답동 223-3,37.562546,127.057209,5387.96,6531.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
YM프라젠아파트,공공용,서울특별시 성동구 자동차시장1길 14,서울특별시 성동구 용답동 226-4,37.5613174485,127.058653,656.54,796.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
용답초등학교,공공용,서울특별시 성동구 용답25길 1,서울특별시 성동구 용답동 29,37.560777,127.053760797,395.0,479.0,Y,주차장,02-2286-7524,용답동주민센터,2020-09-15,서울특별시,성동구
청계벽산아파트,공공용,서울특별시 성동구 무학로 50,서울특별시 성동구 하왕십리동 258,37.569108,127.032672,16476.0,19971.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
교보생명빌딩,공공용,서울특별시 성동구 왕십리로 342,서울특별시 성동구 도선동 286,37.5635314182,127.0321105241,4405.71,5340.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
성동삼성쉐르빌,공공용,서울특별시 성동구 무학로6길 50,서울특별시 성동구 도선동 69,37.5645961982,127.0350238536,20479.43,24824.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
신한넥스텔,공공용,서울특별시 성동구 고산자로 269,서울특별시 성동구 도선동 14,37.563694,127.035752,5126.0,6213.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
청계대주파크빌,공공용,서울특별시 성동구 무학로12길 11,서울특별시 성동구 홍익동 53,37.5674638278,127.0313949174,2453.02,2973.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
노블리안오피스텔,공공용,서울특별시 성동구 왕십리로 390,서울특별시 성동구 상왕십리동 750,37.565169,127.027071,1947.0,2360.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
왕십리모노퍼스오피스텔,공공용,서울특별시 성동구 청계천로 474,서울특별시 성동구 하왕십리동 286-2,37.5695331669,127.029552,1797.0,2178.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
왕십리도선동주민센터,공공용,서울특별시 성동구 마장로 141,서울특별시 성동구 상왕십리동 130-2,37.5678747444,127.025526,681.53,826.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
텐즈힐1단지아파트,공공용,서울특별시 성동구 무학로 33,서울특별시 성동구 하왕십리동 1066,37.5691641596,127.0263478531,83335.57,101013.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
텐즈힐2단지아파트,공공용,서울특별시 성동구 마장로 137,서울특별시 성동구 상왕십리동 811,37.5678250213,127.0250535959,60297.18,73087.0,Y,주차장,02-2286-7204,왕십리도선동주민센터,2020-09-15,서울특별시,성동구
옥수현대아파트,공공용,서울특별시 성동구 독서당로40길 25,서울특별시 성동구 옥수동 4,37.5433496006,127.0193024,2762.95,3349.0,Y,주차장,02-2286-7403,옥수동주민센터,2020-09-15,서울특별시,성동구
옥수하이츠아파트 상가,공공용,서울특별시 성동구 한림말길 50,서울특별시 성동구 옥수동 100,37.539941,127.016823,16952.1,20548.0,Y,주차장,02-2286-7403,옥수동주민센터,2020-09-15,서울특별시,성동구
옥수삼성아파트,공공용,서울특별시 성동구 한림말길 31,서울특별시 성동구 옥수동 250-7,37.5410795776,127.0145892064,36036.34,43680.0,Y,주차장,02-2286-7403,옥수동주민센터,2020-09-15,서울특별시,성동구
옥수극동아파트,공공용,서울특별시 성동구 독서당로 191,서울특별시 성동구 옥수동 428,37.544594,127.011986,7260.76,8801.0,Y,주차장,02-2286-7403,옥수동주민센터,2020-09-15,서울특별시,성동구
옥수극동그린아파트,공공용,서울특별시 성동구 독서당로 175,서울특별시 성동구 옥수동 436,37.541618,127.009822,12091.0,14656.0,Y,주차장,02-2286-7403,옥수동주민센터,2020-09-15,서울특별시,성동구
비트플렉스(엔터식스),공공용,서울특별시 성동구 왕십리광장로 17,서울특별시 성동구 행당동 168-151,37.561441,127.038396,6428.0,7792.0,Y,상업시설,02-2286-7295,행당1동주민센터,2020-09-15,서울특별시,성동구
5호선 행당역,공공용,서울특별시 성동구 행당로 지하 89,서울특별시 성동구 행당동 317-241,37.5572784369,127.0292320354,8932.0,10827.0,Y,지하철역사,02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
행당한진타운 상가,공공용,서울특별시 성동구 행당로 84,서울특별시 성동구 행당동 346,37.556566,127.028796,17314.7,20988.0,Y,"상업시설, 주차장",02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
행당한진아파트,공공용,서울특별시 성동구 행당로 82,서울특별시 성동구 행당동 346,37.554809,127.0273997152,70955.69,86007.0,Y,지하주차장,02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
행당한진아파트(임대),공공용,서울특별시 성동구 행당로 82,서울특별시 성동구 행당동 346,37.554809,127.0273997152,6762.0,8196.0,Y,지하주차장,02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
행당대림아파트,공공용,서울특별시 성동구 행당로 79,서울특별시 성동구 행당동 347,37.558204,127.027507,90987.0,110287.0,Y,지하주차장,02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
행현초등학교,공공용,서울특별시 성동구 행당로 95,서울특별시 성동구 행당동 317-18,37.5577089897,127.029358,1791.0,2171.0,Y,지하주차장,02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
리빙프라자,공공용,서울특별시 성동구 행당로 87,서울특별시 성동구 행당동 347,37.557234,127.028553,6961.93,8439.0,Y,"상업시설, 주차장",02-2286-7304,행당2동주민센터,2020-09-15,서울특별시,성동구
응봉동주민센터,공공용,서울특별시 성동구 독서당로 424,서울특별시 성동구 응봉동 101,37.5531,127.0334024257,257.85,313.0,Y,창고,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
서울응봉초등학교,공공용,서울특별시 성동구 독서당로62길 28,서울특별시 성동구 응봉동 193,37.550252,127.033827,5094.0,6175.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
대림1차아파트,공공용,서울특별시 성동구 독서당로62길 43,서울특별시 성동구 응봉동 100,37.551903,127.033525,5115.0,6200.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
대림2차아파트,공공용,서울특별시 성동구 독서당로 481,서울특별시 성동구 응봉동 97,37.5537100483,127.0329488658,2389.4,2896.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
현대아파트,공공용,서울특별시 성동구 독서당로 377,서울특별시 성동구 응봉동 98,37.550541,127.031152,1114.05,1350.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
신동아아파트,공공용,서울특별시 성동구 독서당로 375,서울특별시 성동구 응봉동 275,37.5495375702,127.0290008726,833.06,1010.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
대림강변타운아파트,공공용,서울특별시 성동구 고산자로 160,서울특별시 성동구 응봉동 15,37.5543398304,127.0348841525,48724.19,59060.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
리버그린동아아파트,공공용,서울특별시 성동구 고산자로4길 34,서울특별시 성동구 응봉동 276,37.552655,127.036861,2971.91,3602.0,Y,주차장,02-2286-7323,응봉동주민센터,2020-09-15,서울특별시,성동구
금호1가동주민센터,공공용,서울특별시 성동구 행당로 15,서울특별시 성동구 금호동1가 127-2,37.554844,127.021638,165.0,200.0,Y,주차장,02-2286-7343,금호1가동주민센터,2020-09-15,서울특별시,성동구
금호벽산아파트,공공용,서울특별시 성동구 금호로 102,서울특별시 성동구 금호동1가 633,37.5516094238,127.026272753,73684.29,89314.0,Y,주차장,02-2286-7343,금호1가동주민센터,2020-09-15,서울특별시,성동구
금호삼성레미안아파트,공공용,서울특별시 성동구 독서당로 343,서울특별시 성동구 금호동1가 1500,37.5498117662,127.0270079198,31260.54,37892.0,Y,주차장,02-2286-7343,금호1가동주민센터,2020-09-15,서울특별시,성동구
3호선 금호역,공공용,서울특별시 성동구 금호로 지하 104,서울특별시 성동구 금호동4가 1470,37.5481125196,127.0158937537,7536.0,9135.0,Y,지하철역사,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
5호선 신금호역,공공용,서울특별시 성동구 금호로 지하 154,서울특별시 성동구 금호동2가 223-1,37.5545324884,127.0200641462,8677.0,10518.0,Y,지하철역사,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
금호초등학교,공공용,서울특별시 성동구 무수막길 69,서울특별시 성동구 금호동2가 511,37.5518979414,127.0207528593,1000.0,1212.0,Y,주차장,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
두산아파트,공공용,서울특별시 성동구 동호로 100,서울특별시 성동구 금호동3가 1331,37.551326,127.016414,35482.2,43009.0,Y,주차장,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
금호1차 푸르지오아파트,공공용,서울특별시 성동구 금호산길 8,서울특별시 성동구 금호동3가 917,37.550046,127.020474,14798.6,17938.0,Y,주차장,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
한신아파트,공공용,서울특별시 성동구 금호산길 27,서울특별시 성동구 금호동3가 1662,37.5505494639,127.0170882851,13786.6,16711.0,Y,주차장,02-2286-7369,금호2.3가동주민센터,2020-09-15,서울특별시,성동구
금호동 대우아파트,공공용,서울특별시 성동구 독서당로 270,서울특별시 성동구 금호동4가 800,37.546644,127.019482,59290.83,71868.0,Y,주차장,02-2286-7391,금호4가동주민센터,2020-09-15,서울특별시,성동구
금호동 롯데아파트,공공용,서울특별시 성동구 동호로 84,서울특별시 성동구 금호동4가 1250,37.5467913384,127.0168786,9509.0,11526.0,Y,주차장,02-2286-7391,금호4가동주민센터,2020-09-15,서울특별시,성동구
브라운스톤아파트,공공용,서울특별시 성동구 매봉길 24,서울특별시 성동구 금호동4가 1507,37.5472559587,127.01577,32551.27,39456.0,Y,주차장,02-2286-7391,금호4가동주민센터,2020-09-15,서울특별시,성동구
서울숲푸르지오아파트,공공용,서울특별시 성동구 금호로 15,서울특별시 성동구 금호동4가 340,37.5438567048,127.0227246336,131621.41,159541.0,Y,주차장,02-2286-7391,금호4가동주민센터,2020-09-15,서울특별시,성동구
한성대입구역,공공용,서울특별시 성북구 삼선교로 지하 1 (삼선동1가),,37.58839398,127.005951,4881.0,5916.0,Y,시설주,2241-5003,성북동,2021-03-19,서울특별시,성북구
성신여대역,공공용,"서울특별시 성북구 동소문로 지하 102 (동선동4가, 성신여대입구역)",,37.592758,127.0164772,7780.0,9430.0,Y,시설주,2241-5082,동선동,2021-03-19,서울특별시,성북구
고대부고 지하보도,공공용,"서울특별시 성북구 정릉로 157 (정릉동, 백산빌딩)",,37.60786272,127.0026637,120.0,146.0,Y,시설주,2241-5367,정릉3동,2021-03-19,서울특별시,성북구
아남아파트,공공용,서울특별시 성북구 종암로36길 52 (하월곡동),,37.6060485,127.034574,900.0,1090.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
돈암현대아파트지하주차장,공공용,서울특별시 성북구 정릉로 404 (돈암동),,37.604222,127.0287965,15662.0,18984.0,Y,시설주,2241-5129,돈암1동,2021-03-19,서울특별시,성북구
고려대학교 안암병원,공공용,서울특별시 성북구 고려대로 73 (안암동5가),,37.58711178,127.0263579,1143.0,1386.0,Y,시설주,2241-5203,안암동,2021-03-19,서울특별시,성북구
석관동 삼성아파트,공공용,서울특별시 성북구 한천로68길 51 (석관동),,37.61024474,127.065623,11504.0,13944.0,Y,시설주,2241-5765,석관동,2021-03-19,서울특별시,성북구
석관동 중앙하이츠,공공용,서울특별시 성북구 한천로76길 73 (석관동),,37.61105138,127.0667767,15154.0,18368.0,Y,시설주,2241-5765,석관동,2021-03-19,서울특별시,성북구
석관동 두산아파트,공공용,서울특별시 성북구 화랑로48길 16 (석관동),,37.61376388,127.0689945,17976.0,21789.0,Y,시설주,2241-5765,석관동,2021-03-19,서울특별시,성북구
석관동 코오롱아파트,공공용,서울특별시 성북구 한천로 509 (석관동),,37.6069867,127.065798,15979.0,19368.0,Y,시설주,2241-5767,석관동,2021-03-19,서울특별시,성북구
길음현대아파트 지하주차장,공공용,서울특별시 성북구 길음로13길 11 (길음동),,37.60822141,127.020227,11411.0,13831.0,Y,시설주,2241-5443,길음1동,2021-03-19,서울특별시,성북구
범양아파트 지하주차장,공공용,서울특별시 성북구 정릉로 402-16 (돈암동),,37.60385912,127.0276322,23695.0,28721.0,Y,시설주,2241-5129,돈암1동,2021-03-19,서울특별시,성북구
풍림아파트 지하 주차장,공공용,서울특별시 성북구 북악산로 913 (돈암동),,37.59654767,127.0230185,26153.0,31700.0,Y,시설주,2241-5129,돈암1동,2021-03-19,서울특별시,성북구
삼성아파트 지하주차장,공공용,서울특별시 성북구 동소문로34길 24 (돈암동),,37.59899113,127.0231416,74044.0,89750.0,Y,시설주,2241-5129,돈암1동,2021-03-19,서울특별시,성북구
상월곡동역사(지하철6호선),공공용,서울특별시 성북구 화랑로 지하 157 (상월곡동),,37.60626351,127.0483262,6600.0,8000.0,Y,시설주,2241-5636,월곡2동,2021-03-19,서울특별시,성북구
동소문송산아파트 주차장,공공용,서울특별시 성북구 동소문로3길 101 (동소문동4가),,37.592353,127.0111599,11361.0,13770.0,Y,시설주,2241-5003,성북동,2021-03-19,서울특별시,성북구
한성대학교 주차장,공공용,서울특별시 성북구 삼선교로16길 116 (삼선동2가),,37.58321113,127.0103900048,932.0,1129.0,Y,시설주,2241-5042,삼선동,2021-03-19,서울특별시,성북구
한진아파트 지하주차장,공공용,서울특별시 성북구 성북로4길 52 (돈암동),,37.5944725333,127.0127060378,37000.0,44848.0,Y,시설주,2241-5165,돈암2동,2021-03-19,서울특별시,성북구
코오롱아파트(삼선동),공공용,서울특별시 성북구 삼선교로23길 23 (삼선동4가),,37.59084772,127.0130166,2597.0,3147.0,Y,시설주,2241-5042,삼선동,2021-03-19,서울특별시,성북구
길음역,공공용,"서울특별시 성북구 동소문로 지하 248 (길음동, 길음역)",,37.6031822,127.0248234,8260.0,10012.0,Y,시설주,2241-5443,길음1동,2021-03-19,서울특별시,성북구
삼부아파트,공공용,서울특별시 성북구 동소문로 248 (길음동),,37.60346697,127.0245563,12839.0,15562.0,Y,시설주,2241-5443,길음1동,2021-03-19,서울특별시,성북구
월곡역사(지하철6호선),공공용,서울특별시 성북구 월곡로 지하 107 (하월곡동),,37.60142249,127.0411842,7334.0,8889.0,Y,시설주,2241-5636,월곡2동,2021-03-19,서울특별시,성북구
월곡 동신아파트,공공용,서울특별시 성북구 오패산로3길 17 (하월곡동),,37.604516,127.0345451,18284.0,22162.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
동아에코빌아파트 주차장,공공용,서울특별시 성북구 장월로1길 28 (상월곡동),,37.60877294,127.0456142,34487.0,41802.0,Y,시설주,2241-5636,월곡2동,2021-03-19,서울특별시,성북구
신세계이마트미아점,공공용,서울특별시 성북구 도봉로 17 (길음동),,37.61085386,127.029839,4114.0,4986.0,Y,시설주,2241-5489,길음제2동,2021-03-19,서울특별시,성북구
안암역,공공용,"서울특별시 성북구 고려대로 지하 89 (안암동5가, 안암역)",,37.586292,127.0292108,10587.0,12832.0,Y,시설주,2241-5203,안암동,2021-03-19,서울특별시,성북구
보문역,공공용,서울특별시 성북구 보문로 지하 116 (보문동1가),,37.58532917,127.019391,6952.0,7900.0,Y,시설주,2241-5247,보문동,2021-03-19,서울특별시,성북구
성북청소년수련관,공공용,서울특별시 성북구 한천로660-9 (장위동),,37.617699,127.055718,2975.0,3606.0,Y,시설주,2241-5724,장위3동,2021-03-19,서울특별시,성북구
돌곶이역,공공용,서울특별시 성북구 화랑로 지하 243 (석관동),,37.61055223,127.0564245,7443.0,9021.0,Y,시설주,2241-5765,석관동,2021-03-19,서울특별시,성북구
삼성래미안아파트 지하주차장,공공용,서울특별시 성북구 종암로25길 30 (종암동),,37.60149406,127.0310784,69351.0,84061.0,Y,시설주,2241-5525,종암동,2021-03-19,서울특별시,성북구
샹그레빌아파트 지하주차장,공공용,서울특별시 성북구 회기로5길 100 (하월곡동),,37.59621119,127.0411043,12014.0,14562.0,Y,시설주,2241-5636,월곡2동,2021-03-19,서울특별시,성북구
길음지하보도,공공용,서울특별시 성북구 길음로 2 (길음동),,37.60434991,127.0246789,350.0,426.0,Y,시설주,2241-5443,길음1동,2021-03-19,서울특별시,성북구
장위1동주민센터,공공용,서울특별시 성북구 장위로 61 (장위동),,37.61406789,127.043642,420.0,509.0,Y,시설주,2241-5647,장위1동,2021-03-19,서울특별시,성북구
성북구청(지하1~4층),공공용,서울특별시 성북구 보문로 168 (삼선동5가),,37.5894561,127.0168479,11611.0,14073.0,Y,시설주,2241-5042,삼선동,2021-03-19,서울특별시,성북구
월곡래미안루나밸리아파트 지하주차장,공공용,서울특별시 성북구 월곡로14길 26 (하월곡동),,37.60023267,127.0426512,35462.0,42984.0,Y,시설주,2241-5636,월곡2동,2021-03-19,서울특별시,성북구
석관동 래미안아파트 지하주차장,공공용,서울특별시 성북구 화랑로 214 (석관동),,37.60915823,127.0548651,29712.0,36014.0,Y,시설주,2241-5765,석관동,2021-03-19,서울특별시,성북구
고려대학교 이과대학 하나스퀘어 지하주차장,공공용,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스)",,37.58870342,127.0316981,15559.0,18859.0,Y,시설주,2241-5203,안암동,2021-03-19,서울특별시,성북구
안암래미안아파트 지하주차장104동,공공용,서울특별시 성북구 고려대로 17가길 64 (안암동1가),,37.58921716,127.0232065,17331.0,21007.0,Y,시설주,2241-5203,안암동,2021-03-19,서울특별시,성북구
정릉중앙하이츠빌 2단지아파트 지하주차장,공공용,서울특별시 성북구 정릉로26길 8 (정릉동),,37.60386546,127.010849,24544.0,29750.0,Y,시설주,2241-5323,정릉2동,2021-03-19,서울특별시,성북구
장월sh빌1단지아파트 지하주차장,공공용,서울특별시 성북구 한천로101길 54 (장위동),,37.62274104,127.047698,7439.0,9017.0,Y,시설주,2241-5724,장위3동,2021-03-19,서울특별시,성북구
정릉우성아파트,공공용,서울특별시 성북구 북악산로 813 (정릉동),,37.60114042,127.0149435,731.0,886.0,Y,시설주,2241-5283,정릉1동,2021-03-19,서울특별시,성북구
길음동 동부센트리빌아파트,공공용,서울특별시 성북구 숭인로2길 60 (길음동),,37.6089632,127.0236203,54959.0,66616.0,Y,시설주,2241-5489,길음제2동,2021-03-19,서울특별시,성북구
성북힐스테이트,공공용,서울특별시 성북구 동소문로44길 43 (하월곡동),,37.606547,127.0303784,12656.0,15340.0,Y,시설주,2241-5489,길음제2동,2021-03-19,서울특별시,성북구
동원베네스트아파트,공공용,서울특별시 성북구 화랑로 271 (장위동),,37.61217284,127.058888,1729.0,1426.0,Y,시설주,2241-5683,장위2동,2021-03-19,서울특별시,성북구
장위우방아파트,공공용,서울특별시 성북구 화랑로 235 (장위동),,37.61054192,127.0553554,4821.0,5010.0,Y,시설주,2241-5683,장위2동,2021-03-19,서울특별시,성북구
장위초등학교,공공용,서울특별시 성북구 장월로8가길 41 (장위동),,37.6114417,127.0500057,1335.0,1401.0,Y,시설주,2241-5683,장위2동,2021-03-19,서울특별시,성북구
힐스테이트3차(아)정릉4동,공공용,서울특별시 성북구 보국문로 116 (정릉동),,37.61514249,127.007777,22237.0,29954.0,Y,시설주,2241-5402,정릉4동,2021-03-19,서울특별시,성북구
대우아파트(정릉4동),공공용,서울특별시 성북구 보국문로30길 15 (정릉동),,37.61743121,127.0029903,26865.0,32563.0,Y,시설주,2241-5402,정릉4동,2021-03-19,서울특별시,성북구
래미안월곡 아파트,공공용,서울특별시 성북구 오패산로 90 (하월곡동),,37.609954,127.036953,6123.0,74218.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
월곡두산위브 아파트,공공용,서울특별시 성북구 오패산로 46 (하월곡동),,37.60747438,127.0387096,111014.0,134562.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
월곡두산위브아파트(임대)  월곡1동,공공용,서울특별시 성북구 오패산로 46 (하월곡동),,37.60747438,127.0387096,14767.0,17899.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
월곡3에스에이치빌  월곡1동,공공용,서울특별시 성북구 오패산로 90 (하월곡동),,37.60994727,127.0369124,5713.0,6924.0,Y,시설주,2241-5582,월곡1동,2021-03-19,서울특별시,성북구
"한신휴(아) 지하2,3층주차장",공공용,서울특별시 성북구 동소문로15길 99 (동소문동7가),,37.59560487,127.0138146,16993.0,20594.0,Y,시설주,2241-5082,동선동,2021-03-19,서울특별시,성북구
