facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region
대송현대아파트 201동,공공용,"울산광역시 동구 대송3길 10 (화정동, 대송현대아파트)",울산광역시 동구 화정동 161-1,35.50116245,129.4175164,771.0,934.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 202동,공공용,"울산광역시 동구 대송3길 10 (화정동, 대송현대아파트)",울산광역시 동구 화정동 161-1,35.50116245,129.4175164,771.0,934.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 203동,공공용,"울산광역시 동구 대송3길 10 (화정동, 대송현대아파트)",울산광역시 동구 화정동 161-1,35.501131,129.4175164,771.0,934.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 204동,공공용,"울산광역시 동구 봉수로 162 (화정동, 대송현대아파트)",울산광역시 동구 화정동 149-2,35.5019138,129.4174767,733.0,888.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 301동,공공용,"울산광역시 동구 대송4길 5 (화정동, 대송현대아파트)",울산광역시 동구 화정동 136,35.50387083,129.4174345,234.0,283.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 302동,공공용,울산광역시 동구 대송4길 5,울산광역시 동구 화정동 136,35.50386925,129.4174325,360.0,436.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대송현대아파트 303동,공공용,울산광역시 동구 대송4길 5,울산광역시 동구 화정동 136,35.50386925,129.4174325,360.0,436.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
대왕암엘크루아파트주차장 지하2층,공공용,울산광역시 동구 등대4길 26 (방어동),울산광역시 동구 방어동 59-1,35.48883585,129.4320508,17572.0,21299.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
대하크리스탈 101동(지하),공공용,"울산광역시 동구 양지5길 5 (화정동, 대하크리스탈)",울산광역시 동구 화정동 851-6,35.495658,129.419736,564.0,683.0,Y,기타,052-209-4224,화정동주민센터,2021-05-04,울산광역시
동구보건소 지하주차장,공공용,"울산광역시 동구 봉수로 155 (화정동, 동구청사)",울산광역시 동구 화정동 222,35.50506971,129.4164300357,2300.0,2787.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
동구청,공공용,"울산광역시 동구 봉수로 155 (화정동, 동구청사)",울산광역시 동구 화정동 222,35.50506971,129.4164300357,182.0,220.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
동남로얄하이츠빌라 지하주차장,공공용,"울산광역시 동구 바드래1길 21 (전하동, 동남로얄하이츠빌라)",울산광역시 동구 전하동 312-10,35.517244,129.430236,688.0,833.0,Y,지하주차장,052-209-4287,전하1동주민센터,2021-05-04,울산광역시
동부경찰서 지하,공공용,"울산광역시 동구 진성4길 11 (전하동, 동부경찰서)",울산광역시 동구 전하동 666-1,35.50854258,129.4283832,846.0,1025.0,Y,교육장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
동부아파트 101동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 103동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 104동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 106동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 108동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 109동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 110동,공공용,울산광역시 동구 안산로 50 (동부동),울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 112동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 114동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 115동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 116동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동부아파트 118동,공공용,"울산광역시 동구 안산로 50 (동부동, 현대패밀리동부아파트)",울산광역시 동구 동부동 150,35.5425475,129.430236,495.0,600.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
동울산우체국(지하주차장),공공용,"울산광역시 동구 방어진순환도로 779 (전하동, 동울산우체국)",울산광역시 동구 전하동 621-14,35.511378,129.430249,2304.0,2792.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
명덕1차@ 101동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 103동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 105동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 107동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 109동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 111동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,525.0,636.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕1차@ 113동 지하실,공공용,"울산광역시 동구 명덕로 30 (서부동, 현대패밀리명덕아파트)",울산광역시 동구 서부동 238-29,35.52443475,129.4271952,502.0,608.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
명덕2차@ 204동 지하실,공공용,"울산광역시 동구 명덕로 70 (서부동, 현대패밀리명덕2차아파트)",울산광역시 동구 서부동 238-27,35.5238376,129.4253476,660.0,800.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
문현아이파크아파트 지하주차장,공공용,"울산광역시 동구 문현6길 19 (방어동, 문현아이파크)",울산광역시 동구 방어동 1122,35.48691629,129.412057,6985.0,8466.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
미래아동병원(지하주차장),공공용,"울산광역시 동구 방어진순환도로 1162 (서부동, 미래아동병원)",울산광역시 동구 서부동 519,35.53981791,129.4217897,373.0,452.0,Y,주차장,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
바로그교회 지하주차장,공공용,울산광역시 동구 월봉10길 42(화정동),울산광역시 동구 화정동 875-6,35.4927504,129.4190757,1427.0,1729.0,Y,지하주차장,052-209-4224,화정동주민센터,2021-05-04,울산광역시
방어휴먼시아아파트 지하주차장,공공용,"울산광역시 동구 등대4길 25 (방어동, 울산방어휴먼시아)",울산광역시 동구 방어동 60-1,35.49008252,129.4284923,18725.0,22696.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
벽산우진타운 101동,공공용,"울산광역시 동구 진성15길 55 (화정동, 벽산우진타운)",울산광역시 동구 화정동 240,35.50648556,129.4198292,690.0,836.0,Y,지하주차장,052-209-4253,대송동주민센터,2021-05-04,울산광역시
벽산우진타운 102동,공공용,"울산광역시 동구 진성15길 55 (화정동, 벽산우진타운)",울산광역시 동구 화정동 240,35.50648556,129.4198292,874.0,1059.0,Y,지하주차장,052-209-4253,대송동주민센터,2021-05-04,울산광역시
삼성타워맨션 지하주차장,공공용,"울산광역시 동구 녹수8길 31 (전하동, 삼성타워맨션)",울산광역시 동구 전하동 546-2,35.51431989,129.4294697,330.0,400.0,Y,지하주차장,052-209-4287,전하1동주민센터,2021-05-04,울산광역시
삼전아이필 101동 지하주차장,공공용,"울산광역시 동구 바드래길 125 (전하동, 삼전아이필101동)",울산광역시 동구 전하동 301-32,35.51576686,129.4246646,822.0,995.0,Y,주차장,052-209-4287,전하1동주민센터,2021-05-04,울산광역시
삼전아이필하모니 지하,공공용,"울산광역시 동구 방어진순환도로 733 (전하동, 삼전아이필하모니)",울산광역시 동구 전하동 682-1,35.50713448,129.4295349,8830.0,10702.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
상일맑은날(지하주차장),공공용,"울산광역시 동구 남목8길 10 (서부동, 상일맑은날)",울산광역시 동구 서부동 453-1,35.5410862,129.4247104,891.0,1080.0,Y,지하주차장,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 101동 지하실,공공용,"울산광역시 동구 봉수로 450 (서부동, 서부성원상떼빌)",울산광역시 동구 서부동 248-24,35.52548489,129.4251591,560.0,678.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 103동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,604.0,732.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 105동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,611.0,740.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 107동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,351.0,425.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 109동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,604.0,732.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 110동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,550.0,666.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 112동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,385.0,466.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부 성원상떼빌@ 114동 지하실,공공용,울산광역시 동구 봉수로 450 (서부동),울산광역시 동구 서부동 248-24,35.52548489,129.4251591,479.0,580.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 101동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.4297368,660.0,800.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 103동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.4297368,677.0,820.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 105동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.4297368,690.0,836.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 110동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.4297368,495.0,600.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 116동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.429747,587.0,712.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 122동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.4297368,521.0,632.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부1차@ 124동 지하실,공공용,"울산광역시 동구 방어진순환도로 995 (서부동, 현대패밀리서부아파트)",울산광역시 동구 서부동 257-4,35.52742906,129.429783,508.0,616.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부2차@ 201동 지하실,공공용,"울산광역시 동구 방어진순환도로 999 (서부동, 현대패밀리서부2차아파트201동)",울산광역시 동구 서부동 257-30,35.53055778,129.4313302,647.0,784.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부2차@ 202동 지하실,공공용,"울산광역시 동구 방어진순환도로 999 (서부동, 현대패밀리서부2차아파트201동)",울산광역시 동구 서부동 257-30,35.53055778,129.4313302,640.0,776.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서부2차@ 206동 지하실,공공용,"울산광역시 동구 방어진순환도로 999 (서부동, 현대패밀리서부2차아파트201동)",울산광역시 동구 서부동 257-30,35.53055778,129.4313302,409.0,496.0,Y,기타,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
서영골든타워(지하층),공공용,"울산광역시 동구 남목11길 25 (서부동, 서영골든타워아파트)",울산광역시 동구 서부동 385-3,35.54349834,129.4244492,1320.0,1600.0,Y,기타,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
소망교회,공공용,"울산광역시 동구 대송6길 78 (화정동, 소망감리교회)",울산광역시 동구 화정동 150-3,35.50231509,129.4184398,379.0,459.0,Y,기타,052-209-4253,대송동주민센터,2021-05-04,울산광역시
시온리버빌 지하,공공용,"울산광역시 동구 방어진순환도로 631 (일산동, 시온리버빌)",울산광역시 동구 일산동 579-13,35.498119,129.4276094,1184.0,1435.0,Y,주차장,052-209-4193,일산동주민센터,2021-05-04,울산광역시
신안그린파크아파트,공공용,"울산광역시 동구 남목12길 39 (동부동, 신안그린파크)",울산광역시 동구 동부동 664,35.54624309,129.430256,495.0,600.0,Y,지하주차장,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
아성오우션아파트,공공용,"울산광역시 동구 남목13길 20 (동부동, 아성오우션맨션아파트)",울산광역시 동구 동부동 350-1,35.54432772,129.4278301,1485.0,1800.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
엠코타운이스턴베이(지하주차장),공공용,울산광역시 동구 화진길 100 (화정동),울산광역시 동구 화정동 949,35.49377323,129.422936,60583.0,73433.0,Y,지하주차장,052-209-4224,화정동주민센터,2021-05-04,울산광역시
영진청구아파트,공공용,"울산광역시 동구 남목21길 18 (동부동, 영진청구아파트)",울산광역시 동구 동부동 665,35.54491081,129.4305509,660.0,800.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
우진4차아파트(지하),공공용,"울산광역시 동구 월봉7길 26 (화정동, 우진4차아파트)",울산광역시 동구 화정동 877-8,35.491972,129.419451,1374.0,1664.0,Y,기타,052-209-4224,화정동주민센터,2021-05-04,울산광역시
우진비둘기3차아파트,공공용,"울산광역시 동구 월봉4길 46 (방어동, 우진3차아파트)",울산광역시 동구 방어동 911-3,35.489472,129.419592,463.0,560.0,Y,기타,052-209-4164,방어동주민센터,2021-05-04,울산광역시
우진임대아파트 지하주차장,공공용,"울산광역시 동구 문재3길 34 (방어동, 우진임대아파트)",울산광역시 동구 방어동 1138-1,35.48392239,129.4168936,741.0,897.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
"울산전하푸르지오(101~103동, 111~112동) 지하",공공용,"울산광역시 동구 봉수로 250 (전하동, 울산전하푸르지오)",울산광역시 동구 전하동 660-1,35.5091746,129.4216445,2458.0,2979.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
울산전하푸르지오(104~110동) 지하,공공용,"울산광역시 동구 봉수로 250 (전하동, 울산전하푸르지오)",울산광역시 동구 전하동 660-1,35.5091746,129.4216445,1948.0,2361.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
울산전하푸르지오(201~204동) 지하,공공용,"울산광역시 동구 봉수로 250 (전하동, 울산전하푸르지오)",울산광역시 동구 전하동 660-1,35.5091746,129.4216445,1217.0,1475.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
전하2동행정복지센터 지하,공공용,"울산광역시 동구 진성4길 45 (전하동, 전하2동주민센터)",울산광역시 동구 전하동 663-1,35.508856,129.426617,661.0,801.0,Y,주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
전하아이파크 101동~109동 지하,공공용,"울산광역시 동구 봉수로 270 (전하동, 전하아이파크)",울산광역시 동구 전하동 640-1,35.50985919,129.4220133,36785.0,44587.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
전하아이파트 201동~203동 지하,공공용,"울산광역시 동구 봉수로 270 (전하동, 전하아이파크)",울산광역시 동구 전하동 640-1,35.50985919,129.4220133,14844.0,17992.0,Y,지하주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
전하현대홈타운 102동 106동 앞 지하주차장,공공용,"울산광역시 동구 봉수로 370 (전하동, 전하동현대홈타운)",울산광역시 동구 전하동 301-24,35.51778292,129.4271227,14403.0,17458.0,Y,지하주차장,052-209-4287,전하1동주민센터,2021-05-04,울산광역시
정림빌라트 지하,공공용,"울산광역시 동구 번덕8길 47 (일산동, 정림빌라트)",울산광역시 동구 일산동 576-9,35.499325,129.426756,413.0,500.0,Y,지하주차장,052-209-4193,일산동주민센터,2021-05-04,울산광역시
정림아파트 지하,공공용,"울산광역시 동구 문현1길 37 (방어동, 정림아파트)",울산광역시 동구 방어동 1113,35.488969,129.4123745,1521.0,1843.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
정우6차 센트럴빌(지하주차장),공공용,"울산광역시 동구 방어진순환도로 580 (화정동, 정우6차센트럴빌)",울산광역시 동구 화정동 650-3,35.4936648,129.4271381,791.0,958.0,Y,지하주차장,052-209-4224,화정동주민센터,2021-05-04,울산광역시
풍성비치타운 지하,공공용,"울산광역시 동구 꽃바위2길 23 (방어동, 풍성비치타운 상가)",울산광역시 동구 방어동 992-2,35.48152457,129.4134909,1977.0,2396.0,Y,지하주차장,052-209-4164,방어동주민센터,2021-05-04,울산광역시
한라오로라아파트,공공용,"울산광역시 동구 동해안로 98 (동부동, 한라오로라타워)",울산광역시 동구 동부동 120-1,35.54466629,129.4321311,1419.0,1720.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
한라한빛타운101동주차장,공공용,"울산광역시 동구 전하로 35 (전하동, 한라한빛타운)",울산광역시 동구 전하동 618,35.51232462,129.4268437,3134.0,3798.0,Y,주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
한라한빛타운102동주차장,공공용,"울산광역시 동구 진성1길 45 (전하동, 한라한빛타운)",울산광역시 동구 전하동 624,35.511767,129.4268411,2027.0,2456.0,Y,주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
한신아파트,공공용,"울산광역시 동구 남목12길 37 (동부동, 한신아파트)",울산광역시 동구 동부동 661,35.54572456,129.4291599,1898.0,2300.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
한아름@ 101동 지하실,공공용,"울산광역시 동구 방어진순환도로 1045 (서부동, 한아름현대아파트)",울산광역시 동구 서부동 284-1,35.53430842,129.4301427,317.0,384.0,Y,지하주차장,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
한아름@ 104동 지하실,공공용,"울산광역시 동구 방어진순환도로 1045 (서부동, 한아름현대아파트)",울산광역시 동구 서부동 284-1,35.53430842,129.4301427,637.0,772.0,Y,지하주차장,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
해븐하늘빛(지하주차장),공공용,"울산광역시 동구 진성3길 14 (전하동, 해븐하늘빛)",울산광역시 동구 전하동 638-8,35.5101752,129.429358,843.0,1021.0,Y,주차장,052-209-4313,전하2동주민센터,2021-05-04,울산광역시
헌산빌딩(지하주차장),공공용,울산광역시 동구 동해안로 50 (동부동),울산광역시 동구 동부동 313,35.542092,129.4287309,552.0,669.0,Y,지하주차장,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
현대예술회관 지하주차장,공공용,"울산광역시 동구 명덕로 10 (서부동, 현대예술관)",울산광역시 동구 서부동 110-1,35.52285928,129.4316887,13266.0,16080.0,Y,지하주차장,052-209-4406,남목2동주민센터,2021-05-04,울산광역시
현대파라다이스 702동(지하),공공용,"울산광역시 동구 봉수로 110 (화정동, 현대아파트)",울산광역시 동구 화정동 851,35.4981021,129.4186146,639.0,774.0,Y,기타,052-209-4224,화정동주민센터,2021-05-04,울산광역시
현대파크아파트,공공용,"울산광역시 동구 남목21길 6 (동부동, 현대파크맨션)",울산광역시 동구 동부동 668-1,35.54421372,129.4300889,825.0,1000.0,Y,기타,052-209-4433,남목3동주민센터,2021-05-04,울산광역시
현대패밀리전하아파트 102동105동 앞 지하주차장,공공용,"울산광역시 동구 녹수11길 50 (전하동, 현대패밀리전하아파트)",울산광역시 동구 전하동 549-14,35.51585851,129.4260376,6310.0,7648.0,Y,지하주차장,052-209-4287,전하1동주민센터,2021-05-04,울산광역시
벽산유토피아아파트 101동(지하층),공공용,"울산광역시 동구 옥류로 92 (동부동, 현대하이야트맨션)",울산광역시 동구 동부동 421,35.54683761,129.4256126,2079.0,2520.0,Y,기타,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
현대하이야트 201동(지하층),공공용,"울산광역시 동구 옥류로 65 (동부동, 현대하이야트맨션)",울산광역시 동구 동부동 421,35.544819,129.424864,1386.0,1680.0,Y,기타,052-209-4375,남목1동주민센터,2021-05-04,울산광역시
테라스파크,공공용,울산광역시 동구 방어진순환도로 652 (일산동),울산광역시 동구 일산동 945,35.49978152,129.4288417,4227.0,5124.0,Y,지하주차장,052-209-4193,일산동주민센터,2021-05-04,울산광역시
남산포스코더샵103동지하주차장,공공용,울산광역시 남구 봉월로 133,울산광역시 남구 신정동 1334-38,35.54419892,129.3059189,3507.0,4251.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
"울산광역시 시청(본관,의사당 지하1층주차장)",공공용,울산광역시 남구 중앙로 201,울산광역시 남구 신정동 646-4,35.53794783,129.3112563,5443.0,6598.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
풍림엑슬루타워A동지하주차장,공공용,울산광역시 남구 봉월로 167,울산광역시 남구 신정동 1880,35.54821686,129.3074673,29461.0,35710.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
종하체육관(지하),공공용,울산광역시 남구 봉월로 38번길 32,울산광역시 남구 신정동 689-4,35.53661289,129.3101994,690.0,836.0,Y,교육장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
성수빌딩지하주차장,공공용,울산광역시 남구 중앙로 151,울산광역시 남구 신정동 661-6,35.5346536,129.3139153,231.0,280.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
성곡빌딩지하주차장,공공용,울산광역시 남구 두왕로 337,울산광역시 남구 신정동 1100-6,35.5314593,129.3067844,198.0,240.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
한화생명지하주차장,공공용,울산광역시 남구 중앙로 179,울산광역시 남구 신정동 649-7,35.53719982,129.3126723,4793.0,5810.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
신정현대아파트지하주차장(102동앞),공공용,울산광역시 남구 문수로410번길 10,울산광역시 남구 신정동 1634,35.53241518,129.2975011,11065.0,13412.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
공업탑로타리지하보도,공공용,울산광역시 남구 문수로 지하 487-1,울산광역시 남구 신정동 1127-61,35.53251851,129.3066206,496.0,601.0,Y,지하보도,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
문수로아이파크 1단지지하주차장(106동앞),공공용,울산광역시 남구 문수로409번길 20,울산광역시 남구 신정동 1639-1,35.53520308,129.2981608,20481.0,24825.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
문수로아이파크 2단지지하주차장(207동앞),공공용,울산광역시 남구 문수로409번길 23,울산광역시 남구 신정동 1639-51,35.53678358,129.2980648,21942.0,26596.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
대공원월드메르디앙지하주차장(103동앞),공공용,울산광역시 남구 대공원로 207,울산광역시 남구 신정동 1868,35.5315877,129.304407,13993.0,16961.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
문수로2차 아이파크 1단지지하주차장(106동앞),공공용,울산광역시 남구 동산로 69번길 13,울산광역시 남구 신정동 1889,35.5374709,129.3021293,34587.0,41924.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
문수로2차 아이파크 2단지지하주차장)202동앞),공공용,울산광역시 남구 동산로 69번길 14,울산광역시 남구 신정동 1890,35.53675568,129.3042462,24943.0,30234.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
삼창빌딩지하주차장,공공용,울산광역시 남구 신정로 95,울산광역시 남구 신정동 168-9,35.5402315,129.3199632,288.8,350.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
대원빌딩지하주차장,공공용,울산광역시 남구 중앙로 230,울산광역시 남구 신정동 176-6,35.5414913,129.3118841,410.0,497.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
화성빌딩지하주차장,공공용,울산광역시 남구 중앙로 260,울산광역시 남구 신정동 495-43,35.5439948,129.3108398,562.0,681.0,Y,주차장,052-226-5463,울산광역시 남구청,2021-05-04,울산광역시
